OBJECTID,STATE,COUNTY,TRACT,SUM_POP100,SUM_HU100,SUM_TotPop,SUM_HispPop,SUM_NonHispPop,SUM_NHOneRace,SUM_NH_White,SUM_NH_Black,SUM_NH_AmInd,SUM_NH_Asian,SUM_NH_HawPacI,SUM_NH_Other,SUM_NH_2orMore,SUM_VAP_TotPop,SUM_VAP_HispPo,SUM_VAP_NonHis,SUM_VAP_NHOneR,SUM_VAP_NH_Whi,SUM_VAP_NH_Bla,SUM_VAP_NH_AmI,SUM_VAP_NH_Asi,SUM_VAP_HawPac,SUM_VAP_NH_Oth,SUM_VAP_NH_2or,SUM_TotHousing,SUM_OccHU,SUM_VacantHU,Shapearea,Shapelen
657,48,201,500000,5239,2654,5239,536,4703,4640,4065,176,9,380,2,8,63,4339,411,3928,3887,3429,136,9,307,2,4,41,2654,2453,201,45046881.62,30956.17333
658,48,201,500000,3303,2274,3303,720,2583,2489,1663,581,2,224,1,18,94,2977,590,2387,2312,1579,519,2,195,1,16,75,2274,1977,297,9016019.862,17984.53829
659,48,201,500000,3336,2262,3336,604,2732,2668,1663,632,9,342,0,22,64,2949,485,2464,2412,1544,526,9,318,0,15,52,2262,2000,262,10189155.01,14910.53623
660,48,201,500000,4058,2479,4058,1037,3021,2907,1751,629,5,508,0,14,114,3541,812,2729,2642,1629,546,1,452,0,14,87,2479,2263,216,7213656.099,12155.13116
661,48,201,500000,4592,2805,4592,884,3708,3622,2398,534,12,666,1,11,86,3901,724,3177,3119,2091,456,11,552,1,8,58,2805,2483,322,14133762.46,18011.3654
662,48,201,500000,4516,2898,4516,1294,3222,3120,2138,573,15,377,1,16,102,3911,1049,2862,2786,1976,469,12,313,0,16,76,2898,2630,268,8111072.942,12817.01349
663,48,201,500000,3929,2004,3929,412,3517,3460,3135,115,1,197,0,12,57,2992,296,2696,2655,2391,93,1,160,0,10,41,2004,1793,211,14282955.21,15429.07206
664,48,201,500000,2339,1753,2339,539,1800,1749,1362,152,3,220,4,8,51,2080,440,1640,1596,1268,128,3,189,4,4,44,1753,1504,249,3895178.359,10603.36999
665,48,201,500000,3209,2356,3209,445,2764,2691,2093,180,2,399,0,17,73,2957,393,2564,2500,1991,157,2,337,0,13,64,2356,2075,281,7715417.43,12612.2086
666,48,201,500000,3711,2783,3711,424,3287,3220,2795,86,6,323,2,8,67,3381,370,3011,2962,2597,77,5,275,2,6,49,2783,2463,320,11191535.38,14406.93025
667,48,201,500000,3471,1953,3471,310,3161,3119,2818,47,2,248,0,4,42,2867,239,2628,2599,2353,38,2,204,0,2,29,1953,1796,157,11967227.99,14386.81317
668,48,201,500000,3352,1744,3352,224,3128,3103,2981,41,12,61,0,8,25,2844,180,2664,2647,2546,37,8,51,0,5,17,1744,1581,163,31740718.44,36583.3197
669,48,201,500000,4591,2628,4591,372,4219,4144,3845,90,1,207,0,1,75,3936,282,3654,3605,3358,75,1,170,0,1,49,2628,2241,387,32123525.73,28248.67159
670,48,201,500000,2967,1804,2967,314,2653,2607,1899,76,5,616,0,11,46,2538,266,2272,2239,1647,71,1,510,0,10,33,1804,1591,213,13176423.09,14374.4814
671,48,201,500000,3695,3057,3695,630,3065,2991,2246,237,10,481,1,16,74,3375,546,2829,2771,2084,211,9,454,1,12,58,3057,2385,672,14671226.9,17857.22545
672,48,201,500000,3786,2976,3786,634,3152,3089,2236,300,2,540,2,9,63,3557,582,2975,2927,2146,275,2,493,2,9,48,2976,2479,497,13780422.62,18265.33019
673,48,201,500000,3464,2092,3464,905,2559,2491,1571,429,0,468,2,21,68,2903,709,2194,2147,1379,380,0,371,2,15,47,2092,1780,312,15505277.85,18154.7774
674,48,201,500000,4734,2784,4734,2569,2165,2060,994,808,10,235,1,12,105,3952,2025,1927,1837,884,724,7,211,1,10,90,2784,2343,441,7587272.525,11417.78721
675,48,201,500000,5054,2487,5054,1963,3091,2972,1487,902,16,547,2,18,119,4098,1504,2594,2506,1247,771,9,466,2,11,88,2487,2286,201,17256902.54,17892.95457
676,48,201,500000,4043,2105,4043,1401,2642,2572,1570,688,4,307,0,3,70,3344,1083,2261,2210,1374,556,4,273,0,3,51,2105,1938,167,18021038.9,18068.77757
677,48,201,500000,6521,3652,6521,2412,4109,3991,1001,2413,30,521,5,21,118,5087,1739,3348,3275,921,1868,24,443,5,14,73,3652,3197,455,18854405.74,18730.29094
678,48,201,500000,5548,3233,5548,2124,3424,3305,940,1921,7,412,0,25,119,4355,1538,2817,2730,826,1517,3,366,0,18,87,3233,2810,423,19824479.45,18288.20759
679,48,201,500000,5529,2647,5529,2904,2625,2555,1055,1227,4,247,0,22,70,4073,1980,2093,2050,895,938,2,202,0,13,43,2647,2276,371,18113892.95,17861.54276
680,48,201,500000,1888,902,1888,543,1345,1321,843,389,4,76,3,6,24,1435,370,1065,1048,687,292,4,60,3,2,17,902,805,97,17755364.14,18569.78921
681,48,201,500000,6721,2589,6721,5912,809,794,383,319,18,66,1,7,15,5024,4373,651,641,303,259,14,60,1,4,10,2589,2017,572,12535955.62,16207.80079
682,48,201,500000,3384,1537,3384,1793,1591,1556,1185,191,3,165,1,11,35,2658,1268,1390,1362,1035,172,3,144,1,7,28,1537,1445,92,12392508.39,17449.20317
683,48,201,500000,4767,2322,4767,2428,2339,2280,589,1255,12,402,1,21,59,3437,1636,1801,1759,478,912,8,343,1,17,42,2322,1877,445,23949171.52,23514.45012
684,48,201,500000,5616,2795,5616,3750,1866,1813,580,757,5,460,1,10,53,4161,2565,1596,1557,544,579,5,423,1,5,39,2795,2193,602,13937276.47,15133.48787
685,48,201,500000,3484,1214,3484,2596,888,870,336,370,2,143,0,19,18,2421,1712,709,696,287,268,2,129,0,10,13,1214,1109,105,15508561.36,21813.71315
686,48,201,500000,4476,2518,4476,2473,2003,1964,598,620,5,728,12,1,39,3345,1713,1632,1606,515,454,3,624,10,0,26,2518,1649,869,16391493.52,17771.80452
687,48,201,500000,5358,2013,5358,3270,2088,2014,183,337,6,1463,18,7,74,3738,2232,1506,1447,160,287,3,978,15,4,59,2013,1662,351,13335119.01,16424.67575
688,48,201,500000,4859,1973,4859,3495,1364,1350,113,505,8,716,2,6,14,3555,2492,1063,1051,84,361,6,595,2,3,12,1973,1623,350,6924098.439,10769.49571
689,48,201,500000,4831,2081,4831,2216,2615,2554,112,751,11,1679,0,1,61,3398,1390,2008,1967,81,439,11,1435,0,1,41,2081,1757,324,9955177.66,13112.96431
690,48,201,500000,3748,1356,3748,2568,1180,1151,69,967,5,93,0,17,29,2258,1462,796,778,48,632,3,87,0,8,18,1356,1109,247,9210582.482,14817.64434
691,48,201,500000,5118,2090,5118,1706,3412,3348,675,1199,5,1455,2,12,64,3846,1133,2713,2667,628,810,3,1220,2,4,46,2090,1892,198,11797769.88,15038.99734
692,48,201,500000,4336,1410,4336,2432,1904,1864,639,297,4,916,0,8,40,3059,1527,1532,1509,567,194,3,744,0,1,23,1410,1282,128,12376482.79,15744.97713
693,48,201,500000,5196,1802,5196,2052,3144,3079,1713,334,2,1021,1,8,65,4066,1412,2654,2622,1520,240,2,853,1,6,32,1802,1717,85,26069029.66,20542.73765
694,48,201,500000,4406,1854,4406,2511,1895,1844,469,982,3,380,0,10,51,3271,1753,1518,1491,417,734,2,331,0,7,27,1854,1692,162,18076235.61,17878.53993
695,48,201,500000,6161,2104,6161,4785,1376,1354,150,1141,1,56,0,6,22,4152,3226,926,917,113,754,1,47,0,2,9,2104,1924,180,13451593.86,23970.94536
696,48,201,500000,7116,3115,7116,5463,1653,1616,141,1082,3,380,0,10,37,4732,3516,1216,1197,111,781,3,297,0,5,19,3115,2415,700,8645983.547,12840.75554
697,48,201,500000,5281,2891,5281,2050,3231,3172,226,2603,12,322,0,9,59,3621,1314,2307,2268,201,1779,7,273,0,8,39,2891,2066,825,15435343.01,18180.42232
698,48,201,500000,6751,2736,6751,2926,3825,3741,1034,2213,6,471,5,12,84,5084,2108,2976,2916,892,1602,6,404,5,7,60,2736,2383,353,58959222.97,42980.71344
699,48,201,500000,1756,780,1756,168,1588,1559,1295,22,0,239,2,1,29,1267,110,1157,1145,977,13,0,154,1,0,12,780,730,50,8791525.059,13238.79027
700,48,201,500000,4872,1807,4872,306,4566,4502,3969,49,8,468,1,7,64,3317,189,3128,3099,2743,42,4,306,1,3,29,1807,1698,109,28043261.65,25285.33705
701,48,201,500000,7024,3047,7024,1979,5045,4847,2732,1349,24,724,2,16,198,5000,1230,3770,3645,2260,798,13,563,2,9,125,3047,2651,396,27056921.48,20629.71161
702,48,201,500000,4503,2359,4503,1011,3492,3375,2277,611,8,446,2,31,117,3518,698,2820,2746,1922,437,8,358,2,19,74,2359,2041,318,20441839.83,19622.68936
703,48,201,500000,2941,1268,2941,248,2693,2647,2286,58,1,297,0,5,46,2426,175,2251,2215,1920,42,1,247,0,5,36,1268,1224,44,30909866.02,24273.87871
704,48,201,500000,4310,1933,4310,838,3472,3391,2763,314,6,298,0,10,81,3250,553,2697,2653,2185,210,5,246,0,7,44,1933,1786,147,20305811.72,21117.13222
705,48,201,500000,6461,2341,6461,362,6099,6003,5646,20,6,326,2,3,96,4628,248,4380,4339,4080,14,5,235,2,3,41,2341,2270,71,47775853.32,39138.19885
706,48,201,500000,2170,1240,2170,486,1684,1643,1090,411,6,134,0,2,41,1850,379,1471,1447,990,329,6,121,0,1,24,1240,1157,83,9903559.708,18862.07974
707,48,201,500000,5991,3345,5991,2002,3989,3886,2060,1452,5,354,0,15,103,4344,1269,3075,3009,1687,996,4,310,0,12,66,3345,2263,1082,18495168.04,19660.43025
708,48,201,500000,2434,1198,2434,426,2008,1969,1563,184,4,210,2,6,39,1975,307,1668,1640,1316,144,4,168,2,6,28,1198,1114,84,17458565.13,16982.87188
709,48,201,500000,4981,2660,4981,1737,3244,3171,1504,1345,4,301,0,17,73,3836,1200,2636,2588,1298,1008,4,271,0,7,48,2660,2305,355,14187885.65,16090.72599
710,48,201,500000,5109,2636,5109,1491,3618,3526,932,2329,10,224,14,17,92,3770,1030,2740,2676,832,1616,10,198,9,11,64,2636,2298,338,6456799.547,12751.61547
711,48,201,500000,3989,2227,3989,912,3077,3010,2312,408,6,275,1,8,67,3328,642,2686,2640,2075,320,5,231,1,8,46,2227,2012,215,26439612.85,22277.47422
712,48,201,500000,2675,1127,2675,280,2395,2354,2169,59,2,118,0,6,41,2193,215,1978,1951,1810,45,2,91,0,3,27,1127,1092,35,18439771.07,20126.12431
713,48,201,500000,6881,3239,6881,1201,5680,5498,3864,1115,30,463,5,21,182,5503,902,4601,4488,3233,831,19,388,5,12,113,3239,3070,169,33178332.59,22940.08089
714,48,201,500000,3330,1818,3330,718,2612,2572,1663,566,7,320,0,16,40,2677,510,2167,2142,1431,427,7,267,0,10,25,1818,1679,139,11674431.73,13951.74167
715,48,201,500000,4543,2586,4543,1384,3159,3070,1355,1445,7,229,3,31,89,3555,992,2563,2503,1204,1077,6,198,3,15,60,2586,2324,262,14870287.2,15555.36531
716,48,201,500000,3504,2290,3504,773,2731,2644,1341,808,11,473,1,10,87,2848,582,2266,2208,1158,657,7,382,1,3,58,2290,1853,437,12662925.45,18263.52535
717,48,201,500000,5084,3276,5084,911,4173,4072,2336,788,10,928,1,9,101,4354,737,3617,3539,2132,651,7,741,1,7,78,3276,2922,354,21876593.74,22951.22997
718,48,201,500000,5886,2770,5886,687,5199,5087,3756,252,4,1057,1,17,112,4663,479,4184,4126,3180,178,3,753,1,11,58,2770,2571,199,36127052.45,25543.52207
719,48,201,500000,7317,3226,7317,1354,5963,5756,3401,687,21,1620,5,22,207,5549,960,4589,4470,2697,524,14,1211,5,19,119,3226,2965,261,46010916.06,26968.54506
720,48,201,500000,3407,1666,3407,792,2615,2540,886,1270,5,372,1,6,75,2618,558,2060,2018,797,899,4,314,1,3,42,1666,1469,197,18908064.48,20794.91142
721,48,201,500000,4748,2004,4748,1780,2968,2855,989,1239,13,599,3,12,113,3540,1230,2310,2237,843,855,8,520,3,8,73,2004,1730,274,51529407.44,29555.23632
722,48,201,500000,7411,3535,7411,2413,4998,4890,1136,3081,6,652,2,13,108,5535,1653,3882,3805,997,2244,4,550,1,9,77,3535,3121,414,22373584.71,19193.83153
723,48,201,500000,2466,891,2466,283,2183,2139,841,175,0,1119,0,4,44,1885,209,1676,1647,659,120,0,864,0,4,29,891,854,37,22327154.12,19540.40185
724,48,201,500000,7136,3723,7136,1840,5296,5076,1732,2396,17,913,2,16,220,5630,1367,4263,4114,1522,1820,9,751,2,10,149,3723,3248,475,21125651.69,22258.22897
725,48,201,500000,8823,4919,8823,1799,7024,6830,3025,2595,20,1170,0,20,194,7244,1350,5894,5756,2693,2043,16,984,0,20,138,4919,4444,475,49048249.58,28089.03624
726,48,201,500000,5215,3192,5215,1803,3412,3282,855,2002,10,403,4,8,130,4191,1321,2870,2782,790,1626,8,350,2,6,88,3192,2818,374,14665798.45,15521.51955
727,48,201,500000,2963,1725,2963,848,2115,2055,649,965,6,422,2,11,60,2429,645,1784,1742,600,765,5,361,2,9,42,1725,1524,201,16462707.25,16282.74912
728,48,201,500000,2323,730,2323,1052,1271,1239,157,394,1,680,0,7,32,1719,693,1026,1001,138,279,1,577,0,6,25,730,685,45,21407440.32,18512.7352
729,48,201,500000,8192,2649,8192,3759,4433,4348,713,1535,3,2081,1,15,85,5840,2507,3333,3285,641,973,2,1659,1,9,48,2649,2503,146,23960766.8,19721.60743
730,48,201,500000,7794,2681,7794,3189,4605,4519,605,2085,19,1801,1,8,86,5255,2031,3224,3181,527,1267,14,1368,1,4,43,2681,2390,291,33797629.09,24839.02147
731,48,201,500000,7130,2553,7130,2226,4904,4798,427,2469,6,1873,2,21,106,4745,1403,3342,3290,341,1466,5,1461,2,15,52,2553,2056,497,28344067.92,24828.31282
732,48,201,500000,9901,3333,9901,2684,7217,7071,496,2988,16,3530,7,34,146,7020,1768,5252,5161,403,1946,9,2781,3,19,91,3333,3074,259,49681036.89,29500.80248
733,48,201,500000,5553,1987,5553,1688,3865,3752,606,1788,5,1347,1,5,113,4045,1116,2929,2861,539,1227,5,1084,1,5,68,1987,1818,169,17231467.3,17198.66517
734,48,201,500000,5949,1933,5949,2923,3026,2960,226,1492,9,1222,1,10,66,3946,1813,2133,2095,194,910,6,980,1,4,38,1933,1753,180,13975577.74,15861.85057
735,48,201,500000,4040,1263,4040,2195,1845,1808,438,618,5,736,1,10,37,2826,1421,1405,1381,385,394,4,591,1,6,24,1263,1150,113,14153603.42,15951.07889
736,48,201,500000,7857,2203,7857,5272,2585,2522,599,802,7,1092,1,21,63,5387,3387,2000,1952,537,483,4,914,1,13,48,2203,2033,170,29485053.98,21900.04789
737,48,201,500000,3266,1658,3266,1745,1521,1482,213,753,5,497,4,10,39,2293,1109,1184,1157,190,527,3,428,3,6,27,1658,1148,510,23873066.09,19678.80951
738,48,201,500000,7947,2862,7947,4342,3605,3508,506,2094,20,867,6,15,97,5382,2685,2697,2631,429,1473,18,699,5,7,66,2862,2620,242,18964576.51,17947.02907
739,48,201,500000,2965,1299,2965,621,2344,2289,114,1506,3,652,1,13,55,2034,396,1638,1599,106,949,3,532,1,8,39,1299,1139,160,22223426.17,21735.55216
740,48,201,500000,3125,1087,3125,1818,1307,1275,461,462,16,331,3,2,32,2241,1188,1053,1033,411,334,11,272,3,2,20,1087,1021,66,10301240.39,13795.27435
741,48,201,500000,8214,2806,8214,4221,3993,3869,577,1760,17,1496,3,16,124,5676,2688,2988,2898,513,1198,11,1166,2,8,90,2806,2546,260,25901913.42,20605.88063
742,48,201,500000,3133,1586,3133,1171,1962,1947,131,1271,7,530,0,8,15,2193,737,1456,1445,110,883,6,439,0,7,11,1586,1106,480,7359619.783,11866.58754
743,48,201,500000,6174,2150,6174,2418,3756,3624,484,1646,10,1464,1,19,132,4345,1532,2813,2730,400,1103,4,1212,1,10,83,2150,1931,219,16194126.72,20305.98918
744,48,201,500000,3685,1135,3685,1596,2089,2046,448,1168,5,416,1,8,43,2542,1020,1522,1503,399,753,2,343,1,5,19,1135,1052,83,14064985.39,16728.61295
745,48,201,500000,2108,744,2108,936,1172,1139,159,703,2,267,0,8,33,1401,591,810,791,144,424,1,215,0,7,19,744,632,112,12920009.49,15056.19334
746,48,201,500000,7699,2478,7699,3922,3777,3682,583,1846,4,1239,2,8,95,5424,2534,2890,2831,540,1262,4,1020,1,4,59,2478,2235,243,27534894.51,21122.17168
747,48,201,500000,8194,2829,8194,3305,4889,4797,678,2947,11,1153,1,7,92,5706,2172,3534,3474,600,1933,10,927,1,3,60,2829,2446,383,25114548.54,22650.83779
748,48,201,500000,3342,1096,3342,1414,1928,1885,550,912,5,414,1,3,43,2389,900,1489,1465,492,609,5,358,1,0,24,1096,1024,72,19547039.86,24464.04588
749,48,201,500000,10151,2967,10151,3397,6754,6614,587,2614,13,3384,0,16,140,6990,2169,4821,4733,476,1661,10,2578,0,8,88,2967,2835,132,35077001.68,26561.25643
750,48,201,500000,5041,1467,5041,1779,3262,3161,582,1503,3,1048,3,22,101,3638,1212,2426,2365,486,1019,2,845,3,10,61,1467,1403,64,22442096.26,22130.67096
751,48,201,500000,3480,1111,3480,1228,2252,2203,542,1095,5,546,1,14,49,2451,785,1666,1635,475,731,3,416,1,9,31,1111,1035,76,18695193.95,18498.36558
752,48,201,500000,3966,1199,3966,2096,1870,1831,685,879,9,237,5,16,39,2803,1370,1433,1416,570,626,5,203,4,8,17,1199,1141,58,15359838.56,18802.42883
753,48,201,500000,10503,4753,10503,3327,7176,6997,1655,3995,18,1292,1,36,179,7608,2285,5323,5212,1392,2741,14,1034,1,30,111,4753,3915,838,42625848.23,26960.11258
754,48,201,500000,6490,2285,6490,2570,3920,3809,1405,1453,23,917,0,11,111,4757,1724,3033,2966,1214,1021,15,709,0,7,67,2285,2186,99,30000403.68,25397.21254
755,48,201,500000,282,335,282,42,240,240,142,54,1,40,0,3,0,218,27,191,191,123,39,1,25,0,3,0,335,134,201,363834389.9,85230.04972
756,48,201,500000,8423,2927,8423,661,7762,7657,5751,186,8,1683,4,25,105,6143,476,5667,5621,4290,141,6,1171,4,9,46,2927,2862,65,123099529.1,46682.41795
757,48,201,500000,2553,776,2553,371,2182,2136,1307,128,3,693,2,3,46,1711,233,1478,1459,894,90,2,469,2,2,19,776,757,19,81502846.89,40341.57063
758,48,201,500000,4765,2163,4765,1006,3759,3646,2958,328,13,332,5,10,113,3639,701,2938,2886,2382,244,9,242,2,7,52,2163,2053,110,35526094.31,28128.98005
759,48,201,500000,6762,2500,6762,737,6025,5869,5231,228,21,373,2,14,156,5143,497,4646,4553,4039,170,19,316,2,7,93,2500,2411,89,37583625.89,24788.84515
760,48,201,500000,7313,2877,7313,1853,5460,5346,4444,500,42,319,9,32,114,5432,1246,4186,4129,3470,351,30,254,6,18,57,2877,2781,96,31635223.69,22744.74768
761,48,201,500000,10460,3303,10460,2038,8422,8229,5400,698,24,2078,3,26,193,7035,1306,5729,5640,3728,444,12,1442,3,11,89,3303,3208,95,49932996.5,28573.09907
762,48,201,500000,2838,1049,2838,346,2492,2446,1992,155,6,289,0,4,46,2055,253,1802,1779,1470,107,5,195,0,2,23,1049,1008,41,14098883.18,17810.05735
763,48,201,500000,7051,2560,7051,1856,5195,5091,4466,338,31,239,2,15,104,5026,1190,3836,3787,3313,252,21,192,2,7,49,2560,2458,102,29401436.75,27784.35031
764,48,201,500000,3226,1071,3226,544,2682,2617,2276,147,18,169,4,3,65,2270,359,1911,1874,1634,106,11,118,4,1,37,1071,1050,21,16937997.03,23543.30048
765,48,201,500000,4472,1579,4472,1070,3402,3342,3033,180,15,104,1,9,60,3293,683,2610,2580,2358,122,9,86,1,4,30,1579,1525,54,29464191.69,23640.17552
766,48,201,500000,3290,1394,3290,886,2404,2329,1513,547,9,254,1,5,75,2312,576,1736,1691,1149,347,7,183,1,4,45,1394,1259,135,59742892.24,34836.12688
767,48,201,600000,2142,1049,2142,969,1173,1160,762,322,9,62,0,5,13,1881,770,1111,1098,720,306,9,59,0,4,13,1049,882,167,16082876.94,17475.56766
768,48,201,600000,5432,3307,5432,1512,3920,3819,3084,373,18,328,8,8,101,4903,1226,3677,3602,2943,331,16,299,5,8,75,3307,3067,240,38572518.23,30374.05179
769,48,201,600000,5284,2878,5284,1346,3938,3846,3574,123,15,119,3,12,92,4361,1018,3343,3289,3053,110,14,102,3,7,54,2878,2585,293,25986542.66,22505.03069
770,48,201,600000,3837,2229,3837,1002,2835,2759,2576,92,5,77,0,9,76,3261,792,2469,2424,2263,82,5,69,0,5,45,2229,2017,212,15992538.64,16321.75134
771,48,201,600000,2849,1523,2849,1031,1818,1769,1415,265,3,76,0,10,49,2330,733,1597,1565,1254,229,3,70,0,9,32,1523,1297,226,18942243.8,17575.3707
772,48,201,600000,4763,2521,4763,1859,2904,2848,2204,303,7,319,2,13,56,4112,1455,2657,2609,2051,253,7,286,2,10,48,2521,2248,273,22483431.29,23951.50662
773,48,201,600000,3511,2286,3511,720,2791,2721,2252,136,12,312,0,9,70,3214,616,2598,2542,2122,119,12,281,0,8,56,2286,2108,178,11778413.09,13943.38046
774,48,201,600000,6908,4123,6908,1028,5880,5782,5032,260,13,466,1,10,98,6206,847,5359,5294,4643,228,9,406,1,7,65,4123,3810,313,95826831.4,50727.69926
775,48,201,600000,6070,2921,6070,2830,3240,3160,2578,188,16,359,0,19,80,4979,2052,2927,2876,2361,166,16,322,0,11,51,2921,2679,242,58430201.39,37898.18899
776,48,201,600000,2685,1498,2685,594,2091,2046,1836,117,12,76,0,5,45,2315,456,1859,1824,1630,107,9,73,0,5,35,1498,1404,94,24352622.64,23016.2588
777,48,201,600000,4261,2449,4261,1280,2981,2929,2475,287,17,141,1,8,52,3602,980,2622,2590,2202,248,15,118,1,6,32,2449,2276,173,22797061.74,21055.84169
778,48,201,600000,2676,1548,2676,912,1764,1726,1339,276,6,101,1,3,38,2304,690,1614,1595,1242,251,6,92,1,3,19,1548,1262,286,20383471.36,23649.64707
779,48,201,600000,4424,2293,4424,1419,3005,2947,2533,242,9,157,1,5,58,3767,1055,2712,2670,2301,219,8,137,1,4,42,2293,2098,195,22603595.86,21075.85683
780,48,201,600000,3970,2090,3970,1280,2690,2638,2410,117,7,92,3,9,52,3256,938,2318,2289,2104,95,7,75,3,5,29,2090,1903,187,19454766.45,17939.15873
781,48,201,600000,3631,2199,3631,710,2921,2865,2720,79,0,59,0,7,56,3100,577,2523,2487,2356,71,0,54,0,6,36,2199,1942,257,17095512.4,16729.3397
782,48,201,600000,3001,1633,3001,1183,1818,1774,1706,31,3,32,0,2,44,2482,858,1624,1598,1539,26,2,29,0,2,26,1633,1480,153,12334219.96,17781.04965
783,48,201,600000,6472,3182,6472,2978,3494,3414,3118,157,13,113,1,12,80,5265,2193,3072,3017,2765,134,12,95,1,10,55,3182,2822,360,33152935.59,26432.33701
784,48,201,600000,4641,1773,4641,3683,958,931,797,63,3,55,7,6,27,3430,2555,875,855,741,55,2,48,3,6,20,1773,1576,197,20979341.36,21133.21467
785,48,201,600000,1597,934,1597,856,741,727,631,38,3,53,0,2,14,1241,611,630,619,547,28,3,41,0,0,11,934,603,331,32798174,23713.37224
786,48,201,600000,3604,1558,3604,1191,2413,2383,2040,134,7,199,0,3,30,2564,759,1805,1792,1556,84,5,146,0,1,13,1558,1401,157,20607049.31,18505.35727
787,48,201,600000,5126,1962,5126,3339,1787,1740,1352,200,10,169,2,7,47,3780,2224,1556,1525,1201,168,7,140,2,7,31,1962,1784,178,15928876.13,16516.51591
788,48,201,600000,3079,1073,3079,2475,604,593,438,128,4,23,0,0,11,2204,1652,552,546,413,109,3,21,0,0,6,1073,968,105,21989171.66,21680.81461
789,48,201,600000,7869,2795,7869,6084,1785,1725,1218,410,18,56,0,23,60,5471,3938,1533,1501,1101,327,16,43,0,14,32,2795,2473,322,80987820.66,56678.86245
790,48,201,600000,2484,818,2484,1960,524,519,275,33,3,204,0,4,5,1733,1280,453,449,241,26,3,175,0,4,4,818,734,84,21144946.58,18643.06295
791,48,201,600000,6272,2145,6272,5132,1140,1108,877,140,8,77,1,5,32,4279,3284,995,973,787,114,6,64,1,1,22,2145,1879,266,14498604.32,15822.83312
792,48,201,600000,3724,1444,3724,1492,2232,2192,1898,134,6,145,1,8,40,2770,1015,1755,1737,1501,117,6,106,1,6,18,1444,1298,146,21162356.91,21267.69424
793,48,201,600000,2103,761,2103,1407,696,682,563,90,2,22,1,4,14,1414,880,534,526,450,53,2,18,1,2,8,761,645,116,12383772.51,19143.21527
794,48,201,600000,2177,717,2177,1778,399,390,341,12,0,36,0,1,9,1561,1236,325,321,282,9,0,30,0,0,4,717,633,84,6433944.53,12183.17874
795,48,201,600000,6328,2359,6328,4719,1609,1571,1025,334,7,173,0,32,38,4437,3069,1368,1344,919,253,6,149,0,17,24,2359,2034,325,20203192.01,20825.94335
796,48,201,600000,5439,1876,5439,3576,1863,1817,1200,279,5,326,1,6,46,3861,2308,1553,1525,1046,193,5,274,1,6,28,1876,1752,124,31851052.63,24684.18952
797,48,201,600000,7593,2247,7593,6971,622,612,509,49,2,41,0,11,10,5039,4525,514,507,430,32,2,35,0,8,7,2247,2070,177,16358497.76,16410.09244
798,48,201,600000,5897,1932,5897,3893,2004,1961,1534,164,8,238,3,14,43,4239,2549,1690,1667,1351,110,8,186,3,9,23,1932,1829,103,21887120.83,18812.60282
799,48,201,600000,3632,1035,3632,2513,1119,1104,436,582,1,78,2,5,15,2428,1570,858,847,364,426,1,54,0,2,11,1035,956,79,71891726.94,39867.15817
800,48,201,600000,6609,3240,6609,4281,2328,2254,789,1311,10,127,6,11,74,4727,2900,1827,1784,702,952,7,114,3,6,43,3240,2625,615,59244012.64,49489.78719
801,48,201,600000,5778,1941,5778,2893,2885,2819,1099,495,5,1214,0,6,66,4355,1959,2396,2349,949,389,4,1005,0,2,47,1941,1830,111,77221650.66,38018.54075
802,48,201,600000,6537,2554,6537,2703,3834,3761,2825,254,10,658,0,14,73,4987,1709,3278,3236,2469,176,9,571,0,11,42,2554,2302,252,41115135.92,25756.10009
803,48,201,600000,4434,2118,4434,2387,2047,2020,1696,161,2,160,0,1,27,3502,1642,1860,1843,1564,131,2,145,0,1,17,2118,1867,251,22066085.52,19373.29029
804,48,201,600000,7445,2856,7445,4197,3248,3186,2219,720,19,223,1,4,62,5269,2626,2643,2607,1943,462,17,181,1,3,36,2856,2603,253,24807194.97,20546.39994
805,48,201,600000,3687,1351,3687,2413,1274,1254,940,172,4,129,1,8,20,2615,1559,1056,1049,815,118,3,111,0,2,7,1351,1163,188,17529422.18,24156.27965
806,48,201,600000,3655,1354,3655,2344,1311,1284,906,224,8,130,0,16,27,2546,1469,1077,1061,785,147,5,114,0,10,16,1354,1117,237,19031798.75,17265.76836
807,48,201,600000,4126,1602,4126,2568,1558,1512,1092,242,14,157,1,6,46,2959,1659,1300,1277,951,173,11,137,1,4,23,1602,1473,129,14913706.9,16192.40074
808,48,201,600000,3909,1515,3909,2674,1235,1213,910,100,3,188,1,11,22,2948,1864,1084,1070,818,78,3,165,1,5,14,1515,1365,150,14588828.54,15247.37124
809,48,201,600000,5259,2249,5259,2731,2528,2466,2110,129,11,183,4,29,62,3952,1840,2112,2071,1787,95,10,159,4,16,41,2249,1860,389,29776931.79,26741.3822
810,48,201,600000,3920,1312,3920,2333,1587,1561,1313,112,12,103,5,16,26,2712,1388,1324,1305,1135,69,10,77,4,10,19,1312,1237,75,30863158.27,26589.01831
811,48,201,600000,4461,1727,4461,335,4126,4078,3798,35,7,229,0,9,48,3232,208,3024,3000,2795,23,5,174,0,3,24,1727,1653,74,43433474.12,32366.6833
812,48,201,600000,6233,2735,6233,4555,1678,1649,1010,587,4,32,0,16,29,4472,3016,1456,1431,917,473,4,29,0,8,25,2735,2267,468,28052886.8,24163.85586
