OBJECTID,STATE,COUNTY,TRACT,SUM_POP100,SUM_HU100,SUM_TotPop,SUM_HispPop,SUM_NonHispPop,SUM_NHOneRace,SUM_NH_White,SUM_NH_Black,SUM_NH_AmInd,SUM_NH_Asian,SUM_NH_HawPacI,SUM_NH_Other,SUM_NH_2orMore,SUM_VAP_TotPop,SUM_VAP_HispPo,SUM_VAP_NonHis,SUM_VAP_NHOneR,SUM_VAP_NH_Whi,SUM_VAP_NH_Bla,SUM_VAP_NH_AmI,SUM_VAP_NH_Asi,SUM_VAP_HawPac,SUM_VAP_NH_Oth,SUM_VAP_NH_2or,SUM_TotHousing,SUM_OccHU,SUM_VacantHU,Shapearea,Shapelen
501,48,201,400000,4998,1794,4998,3643,1355,1338,296,927,5,94,0,16,17,3493,2441,1052,1041,258,694,4,77,0,8,11,1794,1605,189,12315029.67,14485.89109
502,48,201,400000,5674,2564,5674,3473,2201,2180,390,1707,8,64,2,9,21,3990,2287,1703,1689,347,1274,8,52,2,6,14,2564,2172,392,24083342.22,24252.64945
503,48,201,400000,9372,3349,9372,6381,2991,2916,634,2043,4,230,1,4,75,6037,4031,2006,1962,536,1238,3,184,1,0,44,3349,2991,358,74439438.31,40514.88229
504,48,201,400000,6433,2429,6433,4611,1822,1774,401,1285,7,75,2,4,48,4379,2969,1410,1375,370,926,7,67,2,3,35,2429,2058,371,20367242.58,18694.34959
505,48,201,400000,3156,1188,3156,1902,1254,1227,876,299,11,35,0,6,27,2339,1291,1048,1035,754,240,6,30,0,5,13,1188,1072,116,39229777.42,31621.14974
506,48,201,400000,3156,973,3156,2402,754,740,387,222,6,123,0,2,14,2146,1537,609,598,333,165,3,96,0,1,11,973,906,67,96489441.84,49371.32463
507,48,201,400000,9228,2907,9228,6583,2645,2578,835,1507,2,212,4,18,67,6263,4183,2080,2038,721,1130,2,172,4,9,42,2907,2659,248,94033378.36,44581.00876
508,48,201,400000,8311,2246,8311,5048,3263,3193,660,1124,11,1386,1,11,70,5315,3054,2261,2236,506,747,6,969,0,8,25,2246,2184,62,52344588.88,31616.5804
509,48,201,400000,8217,3054,8217,4845,3372,3284,1294,1405,14,551,11,9,88,5752,3129,2623,2564,1099,1014,12,427,9,3,59,3054,2843,211,46064877.48,32000.12498
510,48,201,400000,3178,1156,3178,1439,1739,1680,547,949,3,173,0,8,59,2154,905,1249,1208,467,595,3,137,0,6,41,1156,1081,75,14457667.47,16750.95177
511,48,201,400000,2089,1171,2089,730,1359,1327,625,531,2,162,5,2,32,1681,547,1134,1115,568,409,2,132,2,2,19,1171,1038,133,14408969.72,16222.59241
512,48,201,400000,5976,2360,5976,2823,3153,3088,1795,853,5,414,3,18,65,4414,1864,2550,2518,1552,618,4,329,3,12,32,2360,2155,205,29824316.87,25189.31487
513,48,201,400000,9914,4315,9914,2599,7315,7223,886,5645,26,653,3,10,92,7355,1709,5646,5571,802,4189,20,550,3,7,75,4315,3897,418,299417616.6,91276.94349
514,48,201,400000,4618,2106,4618,1704,2914,2835,1536,854,7,429,2,7,79,3331,1130,2201,2157,1244,558,5,343,2,5,44,2106,1918,188,91089033.39,45560.86464
515,48,201,400000,1653,864,1653,189,1464,1405,901,42,2,459,0,1,59,1187,127,1060,1030,683,33,2,311,0,1,30,864,615,249,195468298.7,59582.57657
516,48,201,400000,4577,1401,4577,407,4170,4072,2620,139,13,1288,0,12,98,3104,265,2839,2795,1815,89,9,879,0,3,44,1401,1381,20,95081208.75,48282.25489
517,48,201,400000,4035,1676,4035,264,3771,3710,3035,85,10,572,1,7,61,3047,183,2864,2840,2348,62,8,417,1,4,24,1676,1584,92,123611360.5,63169.59338
518,48,201,400000,4278,1441,4278,322,3956,3881,2945,92,4,839,0,1,75,3124,202,2922,2885,2190,72,2,620,0,1,37,1441,1416,25,38787767.55,24999.99697
519,48,201,400000,6814,2487,6814,657,6157,6040,5103,195,25,696,1,20,117,5066,421,4645,4593,3886,138,18,539,1,11,52,2487,2431,56,36874199.76,27688.87187
520,48,201,400000,1358,537,1358,95,1263,1235,1066,31,3,133,0,2,28,1092,68,1024,1008,877,26,2,103,0,0,16,537,530,7,17268836.64,16615.29461
521,48,201,400000,6367,3106,6367,1768,4599,4482,3560,466,10,433,9,4,117,4956,1174,3782,3704,2991,339,9,354,7,4,78,3106,2736,370,30382995.65,22625.71825
522,48,201,400000,2511,988,2511,273,2238,2212,2021,67,7,115,0,2,26,1987,174,1813,1801,1635,59,7,99,0,1,12,988,971,17,17491014.49,16782.46396
523,48,201,400000,7167,2700,7167,1433,5734,5566,3890,439,34,1173,12,18,168,5250,903,4347,4261,3088,299,19,835,11,9,86,2700,2583,117,34413541.89,27123.20883
524,48,201,400000,5734,2058,5734,714,5020,4886,3749,245,14,856,5,17,134,4234,473,3761,3697,2819,187,12,672,2,5,64,2058,2012,46,31051667.76,23831.13014
525,48,201,400000,4216,2164,4216,1220,2996,2888,1829,587,11,443,6,12,108,3222,829,2393,2324,1524,457,7,325,4,7,69,2164,1962,202,42852953.04,26738.74928
526,48,201,400000,6799,3720,6799,1511,5288,5132,3719,902,16,477,2,16,156,5427,1060,4367,4264,3168,690,13,380,2,11,103,3720,3413,307,32554793.11,22764.91608
527,48,201,400000,3832,2039,3832,1658,2174,2112,1540,399,19,139,2,13,62,3073,1207,1866,1826,1363,320,16,117,2,8,40,2039,1682,357,49939747.05,29811.47716
528,48,201,400000,3974,1968,3974,1395,2579,2505,1692,651,9,129,3,21,74,3051,1005,2046,2013,1463,417,9,107,3,14,33,1968,1720,248,90663645.07,42290.22879
529,48,201,400000,4833,2834,4833,711,4122,4028,3645,193,26,152,6,6,94,4076,516,3560,3515,3198,153,23,133,3,5,45,2834,2412,422,54983310.19,37712.85871
530,48,201,400000,4864,2971,4864,797,4067,3960,2806,371,26,746,2,9,107,4181,561,3620,3539,2555,313,21,642,2,6,81,2971,2694,277,129868663.6,52511.73199
531,48,201,400000,3133,1717,3133,754,2379,2299,1455,335,13,488,4,4,80,2499,532,1967,1905,1250,249,8,393,3,2,62,1717,1553,164,21980934.9,21308.04922
532,48,201,400000,5156,2210,5156,524,4632,4555,4038,172,11,318,1,15,77,3881,301,3580,3533,3186,86,9,242,1,9,47,2210,1908,302,167801649.1,77503.33033
533,48,201,400000,6449,2917,6449,869,5580,5476,4994,219,20,217,6,20,104,4854,550,4304,4245,3894,153,19,161,4,14,59,2917,2627,290,46145267.48,34823.32939
534,48,201,400000,3902,2207,3902,411,3491,3422,3060,177,8,174,1,2,69,3050,305,2745,2711,2436,134,8,130,1,2,34,2207,1786,421,51490002.15,38365.77406
535,48,201,400000,5463,2153,5463,823,4640,4549,4176,151,21,179,10,12,91,4018,493,3525,3485,3211,109,18,137,4,6,40,2153,1983,170,225628883.1,83833.88859
536,48,201,400000,2455,1276,2455,352,2103,2078,1919,123,24,6,1,5,25,1936,230,1706,1690,1586,73,20,6,1,4,16,1276,1010,266,31449470.5,39958.45749
537,48,201,400000,1843,822,1843,371,1472,1450,1370,56,6,16,0,2,22,1398,227,1171,1159,1101,40,6,10,0,2,12,822,713,109,48896259.11,37972.954
538,48,201,400000,6843,2332,6843,1243,5600,5517,4979,71,20,428,11,8,83,5114,812,4302,4249,3838,50,17,337,2,5,53,2332,2293,39,55611006.98,32355.26814
539,48,201,400000,3413,1262,3413,966,2447,2414,2022,42,5,333,2,10,33,2536,640,1896,1873,1579,31,5,255,2,1,23,1262,1211,51,39835444.86,28281.53593
540,48,201,400000,4384,1491,4384,1863,2521,2490,2253,82,16,130,4,5,31,3152,1149,2003,1984,1802,54,12,109,4,3,19,1491,1442,49,48236559.85,29919.73635
541,48,201,400000,4217,2098,4217,2346,1871,1836,1631,125,22,53,0,5,35,3038,1490,1548,1524,1365,93,18,46,0,2,24,2098,1495,603,30752252,23863.76883
542,48,201,400000,6442,2395,6442,2776,3666,3607,3284,176,35,103,7,2,59,4391,1683,2708,2685,2460,114,25,79,5,2,23,2395,2112,283,30082976.8,24068.79372
543,48,201,400000,3104,1197,3104,1564,1540,1518,1372,94,9,39,3,1,22,2169,993,1176,1165,1058,64,5,34,3,1,11,1197,1127,70,36517963.73,31271.34505
544,48,201,400000,6260,2514,6260,1338,4922,4845,4682,66,20,76,0,1,77,4880,894,3986,3944,3813,47,18,65,0,1,42,2514,2393,121,69658392.78,36498.0961
545,48,201,400000,5054,1945,5054,1074,3980,3930,3832,31,12,48,2,5,50,3755,646,3109,3083,3007,19,10,40,2,5,26,1945,1867,78,37255947.17,29618.73885
546,48,201,400000,8854,2865,8854,1932,6922,6849,6540,99,18,181,5,6,73,6162,1142,5020,4986,4775,57,14,132,5,3,34,2865,2813,52,80394528.15,37064.733
547,48,201,400000,5437,2036,5437,1307,4130,4084,3947,54,22,53,4,4,46,4132,839,3293,3264,3164,37,15,43,4,1,29,2036,1961,75,63980604.96,33980.69614
548,48,201,400000,7423,2847,7423,2487,4936,4829,4290,343,21,149,19,7,107,5311,1566,3745,3685,3304,233,13,116,14,5,60,2847,2688,159,61873919.06,36455.6889
549,48,201,400000,4629,1666,4629,1133,3496,3438,3152,212,28,41,4,1,58,3384,714,2670,2643,2434,151,24,30,4,0,27,1666,1612,54,21616287.16,18776.46907
550,48,201,400000,4944,1631,4944,1377,3567,3506,3225,197,20,60,1,3,61,3523,866,2657,2633,2429,141,14,48,1,0,24,1631,1594,37,49203116.07,30509.32714
551,48,201,400000,4452,1530,4452,1453,2999,2950,2767,100,20,54,3,6,49,3201,909,2292,2266,2131,74,11,45,1,4,26,1530,1473,57,124309896.3,55591.45193
552,48,201,400000,4763,1710,4763,1265,3498,3429,3117,247,13,38,2,12,69,3459,823,2636,2604,2375,182,9,32,2,4,32,1710,1639,71,48607178.35,33456.75625
553,48,201,400000,3317,1426,3317,1113,2204,2128,1825,257,20,21,0,5,76,2464,705,1759,1721,1509,181,13,16,0,2,38,1426,1221,205,764912219.1,162855.6484
554,48,201,400000,2945,1202,2945,1069,1876,1838,1219,574,4,39,1,1,38,2130,680,1450,1429,964,427,3,34,1,0,21,1202,1053,149,444841741.2,120278.0585
555,48,201,400000,15280,4845,15280,4568,10712,10491,4561,2496,22,3374,7,31,221,10768,2872,7896,7797,3819,1589,16,2352,4,17,99,4845,4711,134,216241376.1,113855.9819
556,48,201,400000,8405,2757,8405,4125,4280,4190,2697,847,21,608,1,16,90,6049,2657,3392,3351,2212,618,17,495,1,8,41,2757,2623,134,38135633.19,27136.06043
557,48,201,400000,5904,2070,5904,2114,3790,3711,2477,785,12,426,1,10,79,4510,1402,3108,3069,2102,597,10,349,1,10,39,2070,2003,67,24536832.56,20053.13515
558,48,201,400000,6182,2106,6182,2957,3225,3136,1408,1099,10,592,14,13,89,4236,1841,2395,2347,1159,705,5,458,13,7,48,2106,1993,113,28465477.35,22329.99714
559,48,201,400000,6848,2364,6848,3489,3359,3269,1530,863,18,842,4,12,90,4801,2221,2580,2530,1232,628,11,647,2,10,50,2364,2226,138,62916120.67,36220.70982
560,48,201,400000,4115,1554,4115,922,3193,3065,2392,365,1,302,1,4,128,3029,606,2423,2365,1831,273,1,257,1,2,58,1554,1488,66,143646683.9,69251.47155
561,48,201,400000,8714,2996,8714,1686,7028,6869,4730,959,30,1130,8,12,159,6123,1054,5069,4983,3449,673,20,828,8,5,86,2996,2908,88,34465464.2,28701.92247
562,48,201,400000,2272,861,2272,391,1881,1831,1721,73,6,20,0,11,50,1740,259,1481,1456,1389,45,6,11,0,5,25,861,831,30,15834378.86,30001.92533
563,48,201,400000,4855,2077,4855,1283,3572,3427,2792,440,18,169,4,4,145,3546,853,2693,2628,2161,322,13,127,3,2,65,2077,1926,151,20367325.47,24118.88404
564,48,201,400000,7084,3072,7084,1268,5816,5685,4129,648,15,873,7,13,131,5254,829,4425,4363,3211,468,15,655,4,10,62,3072,2833,239,161352709.5,64831.96813
565,48,201,500000,3793,2126,3793,709,3084,3000,1275,1403,13,300,1,8,84,3033,545,2488,2432,1240,890,13,282,1,6,56,2126,1972,154,13144293.06,15820.62078
566,48,201,500000,4202,2878,4202,774,3428,3343,2942,136,13,245,2,5,85,3940,667,3273,3208,2833,127,12,229,2,5,65,2878,2559,319,13954697.67,14823.84196
567,48,201,500000,2621,1708,2621,379,2242,2202,1854,146,4,187,0,11,40,2404,320,2084,2053,1747,124,4,168,0,10,31,1708,1513,195,11104083.48,14457.40452
568,48,201,500000,3807,2397,3807,672,3135,3075,2781,89,6,182,2,15,60,3420,542,2878,2832,2567,82,6,164,2,11,46,2397,2193,204,9459846.244,12410.43039
569,48,201,500000,2556,1571,2556,673,1883,1833,1582,86,2,154,0,9,50,2249,512,1737,1711,1476,79,2,148,0,6,26,1571,1418,153,7820721.143,11656.31076
570,48,201,500000,4209,2920,4209,740,3469,3392,2996,125,8,254,0,9,77,3940,656,3284,3232,2866,119,8,230,0,9,52,2920,2538,382,11842327.25,17608.88267
571,48,201,500000,3206,2700,3206,435,2771,2707,2305,184,10,192,3,13,64,3091,366,2725,2664,2279,172,10,188,3,12,61,2700,2206,494,10880503.92,15635.69582
572,48,201,500000,3640,2617,3640,572,3068,3014,2647,220,6,129,3,9,54,3413,506,2907,2862,2510,211,5,124,3,9,45,2617,2296,321,11653829.17,15461.68406
573,48,201,500000,2622,1782,2622,554,2068,2018,1563,192,4,251,2,6,50,2460,465,1995,1949,1507,191,4,240,2,5,46,1782,1506,276,9789184.393,17531.34831
574,48,201,500000,3818,2575,3818,984,2834,2755,2456,109,4,178,4,4,79,3362,772,2590,2531,2260,102,4,159,4,2,59,2575,2267,308,11082622.81,13270.03077
575,48,201,500000,2684,1809,2684,514,2170,2127,1845,127,3,146,1,5,43,2421,421,2000,1969,1717,113,1,132,1,5,31,1809,1615,194,8079529.717,17618.26032
576,48,201,500000,4162,3345,4162,462,3700,3646,3159,135,8,338,2,4,54,3883,420,3463,3417,2972,120,8,312,2,3,46,3345,2717,628,15641321.88,20651.591
577,48,201,500000,3450,1775,3450,343,3107,3074,2754,101,5,206,0,8,33,2732,255,2477,2466,2232,77,5,150,0,2,11,1775,1598,177,14478089.54,17220.72018
578,48,201,500000,1803,770,1803,99,1704,1689,1597,14,2,74,0,2,15,1413,81,1332,1322,1250,11,2,57,0,2,10,770,715,55,37578660.79,39974.22116
579,48,201,500000,3383,2689,3383,558,2825,2784,2230,241,8,298,3,4,41,3178,500,2678,2643,2145,207,8,277,3,3,35,2689,2268,421,15430291.36,18652.87981
580,48,201,500000,2775,1317,2775,108,2667,2657,2551,34,1,70,0,1,10,2183,84,2099,2096,2021,23,1,50,0,1,3,1317,1200,117,18625704.6,22769.37599
581,48,201,500000,5233,4199,5233,720,4513,4427,3635,271,5,504,5,7,86,4781,629,4152,4080,3347,243,5,475,4,6,72,4199,3272,927,16436976.93,16020.53885
582,48,201,500000,3916,2891,3916,519,3397,3338,2699,193,7,428,2,9,59,3629,465,3164,3114,2536,169,7,391,2,9,50,2891,2591,300,19732141.09,22548.10088
583,48,201,500000,2307,1280,2307,181,2126,2091,1949,57,6,78,1,0,35,1929,156,1773,1753,1631,51,6,64,1,0,20,1280,1129,151,14697401.98,15943.64219
584,48,201,500000,2774,2049,2774,468,2306,2260,1635,245,5,373,1,1,46,2601,415,2186,2144,1565,233,5,339,1,1,42,2049,1893,156,13045338.72,14613.74184
585,48,201,500000,4835,3196,4835,539,4296,4204,3354,153,11,669,2,15,92,4122,435,3687,3627,2947,130,9,530,0,11,60,3196,2852,344,23143391.32,29732.13162
586,48,201,500000,3681,2298,3681,362,3319,3256,2936,77,9,224,2,8,63,3181,271,2910,2864,2573,69,9,208,2,3,46,2298,2051,247,19349151.66,22166.57465
587,48,201,500000,2892,1449,2892,179,2713,2657,2391,44,9,207,0,6,56,2321,130,2191,2157,1947,29,7,171,0,3,34,1449,1306,143,16094153.26,18670.76209
588,48,201,500000,2328,4,2328,305,2023,1979,1006,110,0,858,4,1,44,2322,305,2017,1974,1005,109,0,855,4,1,43,4,4,0,13095350.01,15555.02436
589,48,201,500000,5355,2515,5355,449,4906,4785,3920,130,5,715,0,15,121,4206,351,3855,3793,3108,107,5,566,0,7,62,2515,2271,244,25960044.13,22472.74108
590,48,201,500000,6527,2572,6527,411,6116,5972,5396,29,9,526,0,12,144,4658,272,4386,4341,3928,21,7,379,0,6,45,2572,2414,158,25623031.36,21330.143
591,48,201,500000,4541,1622,4541,293,4248,4182,3758,33,15,347,0,29,66,3101,182,2919,2903,2623,19,7,243,0,11,16,1622,1556,66,18169607.08,26444.45265
592,48,201,500000,1715,663,1715,137,1578,1543,1229,43,3,261,0,7,35,1215,100,1115,1098,863,31,1,198,0,5,17,663,645,18,6910564.792,15266.44107
593,48,201,500000,3737,1359,3737,323,3414,3337,2923,52,3,353,0,6,77,2515,187,2328,2299,2017,34,2,246,0,0,29,1359,1295,64,13042314.75,18041.23999
594,48,201,500000,3262,1416,3262,359,2903,2854,2364,53,1,427,0,9,49,2457,251,2206,2180,1824,46,1,303,0,6,26,1416,1329,87,22159273.34,20026.765
595,48,201,500000,4930,1738,4930,462,4468,4380,3529,48,16,780,0,7,88,3247,290,2957,2916,2367,31,10,502,0,6,41,1738,1642,96,22081745.69,19511.25295
596,48,201,500000,3892,2338,3892,494,3398,3297,1968,573,7,735,4,10,101,3291,385,2906,2840,1722,487,7,611,4,9,66,2338,2034,304,22563457.36,21360.83121
597,48,201,500000,3460,1716,3460,543,2917,2853,2241,165,13,420,5,9,64,2570,375,2195,2172,1704,124,11,321,5,7,23,1716,1454,262,17395834.8,20203.77594
598,48,201,500000,3087,1182,3087,284,2803,2713,2389,71,4,243,0,6,90,2144,162,1982,1940,1696,57,4,180,0,3,42,1182,1096,86,15570780.67,19890.50681
599,48,201,500000,2626,1872,2626,360,2266,2211,1508,161,3,533,0,6,55,2378,304,2074,2025,1404,149,3,467,0,2,49,1872,1552,320,5204955.887,13718.83169
600,48,201,500000,2878,2181,2878,454,2424,2359,1586,188,5,572,1,7,65,2624,405,2219,2165,1514,164,5,474,1,7,54,2181,1829,352,6101318.837,11797.11138
601,48,201,500000,6897,3595,6897,901,5996,5861,3790,942,14,1099,7,9,135,5542,681,4861,4775,3105,767,14,878,5,6,86,3595,3243,352,34728217.09,27668.74489
602,48,201,500000,3062,1541,3062,1251,1811,1773,394,1040,5,324,4,6,38,2339,843,1496,1472,345,846,5,270,4,2,24,1541,1388,153,12417180.75,16907.07006
603,48,201,500000,2547,976,2547,1191,1356,1286,782,219,4,271,1,9,70,1945,810,1135,1090,682,171,3,228,1,5,45,976,918,58,17626487.16,23292.47404
604,48,201,500000,3411,1687,3411,448,2963,2897,2153,572,5,157,2,8,66,2766,328,2438,2397,1759,496,5,129,2,6,41,1687,1593,94,25814409.33,21544.92577
605,48,201,500000,3393,1602,3393,617,2776,2721,2285,175,4,255,0,2,55,2743,437,2306,2271,1923,136,4,206,0,2,35,1602,1514,88,26495768.46,20887.06726
606,48,201,500000,4041,1439,4041,2956,1085,1071,130,648,2,286,0,5,14,2721,1854,867,859,111,500,2,245,0,1,8,1439,1251,188,24799866.2,22238.93099
607,48,201,500000,2232,1019,2232,655,1577,1536,1212,218,1,103,0,2,41,1721,421,1300,1277,1035,151,1,88,0,2,23,1019,940,79,12969662.91,19673.16266
608,48,201,500000,3139,1249,3139,275,2864,2824,2467,79,0,264,0,14,40,2405,190,2215,2198,1937,51,0,201,0,9,17,1249,1204,45,24705860.24,22901.84548
609,48,201,500000,2512,1000,2512,194,2318,2281,1854,35,8,383,0,1,37,1979,141,1838,1825,1496,25,6,297,0,1,13,1000,965,35,22503558.15,19048.51799
610,48,201,500000,6231,2297,6231,506,5725,5619,4610,116,6,875,1,11,106,4417,338,4079,4042,3334,82,2,620,1,3,37,2297,2167,130,37675457.86,30988.96368
611,48,201,500000,2497,1002,2497,276,2221,2159,1786,58,0,298,0,17,62,1818,181,1637,1617,1338,45,0,227,0,7,20,1002,938,64,20070342.91,25061.43081
612,48,201,500000,3729,1735,3729,2276,1453,1419,595,530,3,291,0,0,34,2756,1514,1242,1212,528,433,3,248,0,0,30,1735,1634,101,13442591.65,18214.87284
613,48,201,500000,5544,2301,5544,4193,1351,1319,222,691,6,384,0,16,32,3840,2704,1136,1113,180,556,4,363,0,10,23,2301,1837,464,9028333.046,12093.40252
614,48,201,500000,4399,1891,4399,3499,900,882,170,554,1,148,0,9,18,3137,2402,735,721,155,437,0,124,0,5,14,1891,1662,229,4904957.031,8976.909825
615,48,201,500000,4145,1683,4145,3712,433,415,78,273,1,58,0,5,18,2790,2498,292,279,63,172,1,41,0,2,13,1683,1293,390,6065125.211,12581.02177
616,48,201,500000,6635,2565,6635,3752,2883,2720,717,730,8,1255,0,10,163,4611,2542,2069,1964,526,565,4,861,0,8,105,2565,2255,310,15975013.09,17754.47879
617,48,201,500000,3626,1374,3626,3120,506,493,78,190,3,214,0,8,13,2458,2085,373,365,61,119,2,180,0,3,8,1374,1093,281,3073692.571,8044.182688
618,48,201,500000,3440,1382,3440,3293,147,143,52,80,0,8,0,3,4,2221,2113,108,107,32,68,0,6,0,1,1,1382,1017,365,1735238.494,5274.29557
619,48,201,500000,4363,1339,4363,3685,678,657,216,243,0,193,0,5,21,3027,2520,507,489,179,152,0,156,0,2,18,1339,1226,113,7038756.818,10616.74381
620,48,201,500000,6484,2781,6484,3772,2712,2643,836,1232,9,553,0,13,69,4774,2545,2229,2176,723,930,9,503,0,11,53,2781,2426,355,16425658.4,18544.71745
621,48,201,500000,7014,2355,7014,5704,1310,1284,576,286,5,397,0,20,26,4562,3594,968,953,459,195,3,284,0,12,15,2355,2022,333,15678215.07,20649.08493
622,48,201,500000,4560,1896,4560,1556,3004,2964,2236,152,4,566,0,6,40,3480,1022,2458,2434,1879,112,4,433,0,6,24,1896,1801,95,20351762.12,21034.89252
623,48,201,500000,5005,2789,5005,971,4034,3917,2276,1159,12,457,0,13,117,3948,701,3247,3167,1921,871,11,357,0,7,80,2789,2427,362,12661844.42,15893.83889
624,48,201,500000,2690,1127,2690,233,2457,2437,2261,50,3,112,0,11,20,2049,151,1898,1887,1754,39,3,84,0,7,11,1127,1083,44,18077871.61,18813.74907
625,48,201,500000,2539,1081,2539,330,2209,2176,1924,102,7,137,0,6,33,1994,226,1768,1750,1556,75,5,110,0,4,18,1081,1040,41,15737200.55,15869.86736
626,48,201,500000,5289,2046,5289,2264,3025,2952,1885,802,12,243,4,6,73,3996,1480,2516,2467,1650,597,10,202,3,5,49,2046,1905,141,25617867.39,23874.58048
627,48,201,500000,4421,2674,4421,1007,3414,3365,129,3176,6,45,0,9,49,3010,636,2374,2343,116,2176,6,39,0,6,31,2674,1778,896,18909835.55,17644.04452
628,48,201,500000,7108,2885,7108,2026,5082,4960,202,4056,9,675,6,12,122,4787,1316,3471,3402,168,2758,3,459,6,8,69,2885,2404,481,9748574.455,13544.08754
629,48,201,500000,2350,974,2350,619,1731,1708,372,1234,2,97,0,3,23,1748,441,1307,1295,335,872,2,85,0,1,12,974,908,66,7472604.289,11205.9228
630,48,201,500000,3910,1913,3910,1291,2619,2590,450,1923,7,201,0,9,29,2826,826,2000,1983,417,1374,7,180,0,5,17,1913,1685,228,8922800.842,12268.33131
631,48,201,500000,6074,2165,6074,3774,2300,2260,1209,813,20,205,3,10,40,4215,2417,1798,1778,1034,563,15,158,3,5,20,2165,1980,185,14650316.14,19088.86168
632,48,201,500000,5647,2682,5647,2311,3336,3255,1759,1124,7,336,0,29,81,4027,1415,2612,2560,1491,815,4,237,0,13,52,2682,2116,566,20024359.74,18215.25204
633,48,201,500000,6380,2649,6380,3039,3341,3272,2394,694,6,159,1,18,69,4751,1982,2769,2728,2058,520,6,136,1,7,41,2649,2327,322,24544481.5,20780.49917
634,48,201,500000,5083,1677,5083,3532,1551,1517,858,483,6,155,0,15,34,3569,2335,1234,1216,747,323,4,131,0,11,18,1677,1580,97,19775378.56,21455.98931
635,48,201,500000,3347,1116,3347,2048,1299,1252,886,167,11,179,1,8,47,2530,1437,1093,1062,785,111,7,152,1,6,31,1116,1056,60,13840223.29,15192.69867
636,48,201,500000,4916,1717,4916,2510,2406,2349,1397,681,12,249,2,8,57,3826,1665,2161,2128,1320,568,8,224,2,6,33,1717,1376,341,24758453.31,20888.06986
637,48,201,500000,5027,2040,5027,2991,2036,1975,584,1204,15,166,0,6,61,3550,1958,1592,1545,527,863,10,142,0,3,47,2040,1827,213,17550062.48,19893.67338
638,48,201,500000,4695,2355,4695,2969,1726,1688,543,1042,5,71,1,26,38,3345,1932,1413,1388,484,819,5,66,1,13,25,2355,1782,573,19864097.37,20113.24174
639,48,201,500000,3161,1139,3161,2179,982,970,55,889,1,19,1,5,12,2037,1384,653,649,48,586,0,11,1,3,4,1139,1013,126,17793695.33,23915.8641
640,48,201,500000,3233,1071,3233,1306,1927,1886,728,970,1,177,1,9,41,2370,860,1510,1480,639,684,1,152,1,3,30,1071,1023,48,21049647.53,20478.86659
641,48,201,500000,6989,3108,6989,3288,3701,3627,470,2909,9,233,0,6,74,4833,2182,2651,2607,389,2016,8,193,0,1,44,3108,2586,522,15670654.42,17142.82029
642,48,201,500000,3701,2052,3701,1072,2629,2595,1321,1059,8,187,2,18,34,2835,706,2129,2107,1151,785,6,158,2,5,22,2052,1561,491,18046236.01,19497.75853
643,48,201,500000,5123,2404,5123,681,4442,4370,1016,3049,8,278,0,19,72,3950,470,3480,3429,862,2301,6,245,0,15,51,2404,2240,164,22010833.93,19353.39759
644,48,201,500000,5153,1912,5153,905,4248,4188,873,3010,5,278,9,13,60,3680,573,3107,3070,598,2217,3,244,2,6,37,1912,1799,113,24456133.08,21204.79355
645,48,201,500000,4207,1359,4207,892,3315,3273,157,2278,2,833,0,3,42,2997,586,2411,2388,150,1574,2,662,0,0,23,1359,1322,37,16508555.16,18230.58061
646,48,201,500000,1927,722,1927,404,1523,1495,615,581,1,286,0,12,28,1498,268,1230,1209,532,440,1,232,0,4,21,722,698,24,13394140.22,15867.41126
647,48,201,500000,6971,2292,6971,2426,4545,4486,658,3427,19,365,1,16,59,4994,1588,3406,3362,603,2431,12,303,1,12,44,2292,2165,127,35483254.3,27567.26536
648,48,201,500000,5749,3464,5749,937,4812,4715,4030,220,3,449,1,12,97,4816,722,4094,4033,3486,179,2,354,1,11,61,3464,2950,514,46753012.57,37468.01161
649,48,201,500000,1380,796,1380,256,1124,1107,940,31,4,126,0,6,17,1109,187,922,907,781,25,4,94,0,3,15,796,706,90,7622715.764,16481.1296
650,48,201,500000,4367,1503,4367,197,4170,4108,3788,46,10,263,0,1,62,3063,139,2924,2895,2652,23,7,212,0,1,29,1503,1443,60,54771062.82,39362.20608
651,48,201,500000,3125,1124,3125,142,2983,2933,2540,46,2,344,1,0,50,2338,105,2233,2204,1890,32,2,279,1,0,29,1124,1064,60,59511397.34,40965.72963
652,48,201,500000,2557,1042,2557,281,2276,2208,1766,33,5,395,3,6,68,1822,177,1645,1610,1312,22,5,266,3,2,35,1042,975,67,24975425.49,26730.25985
653,48,201,500000,3633,1259,3633,202,3431,3389,3000,11,4,354,2,18,42,2547,118,2429,2410,2132,7,2,259,2,8,19,1259,1207,52,40341057.44,35605.36799
654,48,201,500000,3284,1673,3284,310,2974,2942,2280,55,9,587,0,11,32,2498,227,2271,2249,1795,39,8,402,0,5,22,1673,1542,131,19476467.32,23671.64147
655,48,201,500000,4348,2084,4348,268,4080,4022,3340,48,8,611,10,5,58,3120,174,2946,2907,2423,38,8,426,8,4,39,2084,1706,378,35629284.24,24979.08088
656,48,201,500000,5770,2767,5770,461,5309,5217,4263,46,10,884,1,13,92,4532,343,4189,4119,3470,32,6,603,1,7,70,2767,2606,161,30562462.81,41767.40937
