UNIQUEID,CENSUSYEAR,TRACT,BLOCKGROUP,FIPSID,TOTALPOPULATION,POPULATIONWHITE,POPULATIONBLACK,POPULATIONASIAN,POPULATIONOTHER,POPULATIONAMERICANINDIAN,POPULATIONPACIFICISLANDER,POPULATIONONERACE,POPULATIONMULTIRACE,POPULATION25OLDER,MEDIANAGE,MEDIANHOUSEHOLDINCOME,HIGHSCHOOLMALE,HIGHSCHOOLMOREMALE,COLLEGE1YRLESSMALE,COLLEGE1YRMOREMALE,ASSOCIATESDEGREEMALE,BACHELORSDEGREEMALE,MASTERSDEGREE MALE,PROFESSIONALDEGREEMALE,DOCTORALDEGREEMALE,HIGHSCHOOLFEMALE,HIGHSCHOOLMOREFEMALE,COLLEGE1YRLESSFEMALE,COLLEGE1YRMOREFEMALE,ASSOCIATESDEGREEFEMALE,BACHELORSDEGREEFEMALE,MASTERSDEGREEFEMALE,PROFESSIONALDEGREEFEMALE,DOCTORALDEGREEFEMALE,PERCENT25YROVERHIGH SCHOOLMORE,HOUSINGUNITS,OCCUPIEDHOUSINGUNITS,OWNEROCCUPIEDHOUSING,RENTEROCCUPIEDHOUSING,PERCENTOWNEROCCUPIED,PERCENTRENTEROCCUPIED,MEDIANHOUSEVALUEOWNEROCCUPIED,MEDIANYEARBUILT,VACANCYRATES
2.00E+15,2000,10,1,2.20E+11,587,107,474,0,1,0,,,,347,29.5,30109,71,104,,26,,,7,,,53,122,8,55,6,,,,,39%,242,209,108,101,52%,48%,"$43,300.00 ",1969,8.80%
2.00E+15,2000,10,2,2.20E+11,1088,71,994,4,1,0,,,,473,23.3,23472,76,124,11,31,6,,,,,73,166,,78,,6,9,,,27%,382,354,143,211,40%,60%,"$40,200.00 ",1967,8.80%
2.00E+15,2000,10,1,2.20E+11,1273,380,875,6,4,4,,,,699,33.2,17552,152,195,5,22,,11,5,,,199,313,37,58,,19,,,,40%,584,511,274,237,54%,46%,"$50,900.00 ",1966,12.50%
2.00E+15,2000,10,2,2.20E+11,1268,166,1094,1,0,0,,,,627,24,17076,52,118,21,37,,8,,,,108,256,19,82,12,17,18,,,29%,475,463,188,275,41%,59%,"$50,000.00 ",1969,21.70%
2.00E+15,2000,10,3,2.20E+11,676,91,557,17,0,1,,,,468,44.4,10854,59,154,24,63,8,,,,,47,95,12,25,,,11,,,37%,375,330,97,233,29%,71%,"$67,100.00 ",1981,17.90%
2.00E+15,2000,10,4,2.20E+11,997,109,883,0,2,2,,,,382,21.2,15573,57,64,,7,,,,,,114,122,,8,,,,,,19%,306,278,90,188,32%,68%,"$21,300.00 ",1955,0%
2.00E+15,2000,10,5,2.20E+11,1040,132,896,0,4,1,,,,606,27.9,23750,89,134,19,,,26,,,,144,264,57,38,,18,7,,,38%,393,369,193,176,52%,48%,"$43,600.00 ",1961,7.90%
2.00E+15,2000,10,6,2.20E+11,1226,263,905,0,18,3,,,,757,27.7,20046,132,218,8,69,,9,,,,163,242,8,45,9,5,,,12,38%,565,479,226,253,47%,53%,"$45,000.00 ",1964,3%
2.00E+15,2000,10,1,2.20E+11,1358,125,1223,0,7,2,,,,682,25.1,22227,72,216,9,129,,6,,,,183,271,46,42,,,,,,36%,474,435,250,185,57%,43%,"$44,500.00 ",1963,20%
2.00E+15,2000,10,2,2.20E+11,86,14,72,0,0,0,,,,47,40,48750,6,18,,12,,,,,,12,22,,10,,,,,,47%,36,22,22,,100%,,"$24,200.00 ",1947,0%
2.00E+15,2000,10,3,2.20E+11,545,52,485,7,1,0,,,,312,29.3,20288,30,53,4,14,,5,,,,67,124,3,20,,34,,,,32%,215,196,107,89,55%,45%,"$40,700.00 ",1954,13.60%
2.00E+15,2000,10,1,2.20E+11,1350,218,1101,20,2,0,,,,777,29.7,30788,138,238,23,57,2,12,6,,,214,331,19,66,,12,20,,,42%,471,429,323,106,75%,25%,"$52,500.00 ",1958,7.70%
2.00E+15,2000,10,2,2.20E+11,1063,98,945,8,2,2,,,,495,25.9,26466,77,130,,39,7,,7,,,78,201,19,68,4,29,3,,,31%,358,341,210,131,62%,38%,"$47,900.00 ",1966,15.40%
2.00E+15,2000,10,3,2.20E+11,908,119,767,6,3,0,,,,486,26.8,19453,66,88,,6,,10,6,,,110,192,14,50,11,7,,,,31%,319,276,144,132,52%,48%,"$46,500.00 ",1956,10.80%
2.00E+15,2000,10,1,2.20E+11,596,29,563,0,1,0,,,,304,26.7,17009,31,58,,19,8,,,,,67,77,5,5,,,,,,23%,241,218,81,137,37%,63%,"$35,900.00 ",1952,9.80%
2.00E+15,2000,10,2,2.20E+11,705,21,678,0,1,1,,,,405,28.8,23229,58,83,,13,,12,,,,57,158,5,77,,19,,,,34%,260,212,124,88,58%,42%,"$39,100.00 ",1965,2.60%
2.00E+15,2000,10,3,2.20E+11,590,12,564,7,1,0,,,,245,28,25625,49,71,8,8,6,,,,,47,91,13,24,,7,,,,27%,208,163,95,68,58%,42%,"$35,400.00 ",1961,16.10%
2.00E+15,2000,10,4,2.20E+11,1851,66,1775,1,1,0,,,,959,25.7,19511,168,252,8,70,,6,,,,169,377,33,91,8,55,,9,12,34%,670,579,259,320,45%,55%,"$38,600.00 ",1960,6.30%
2.00E+15,2000,10,5,2.20E+11,1018,44,927,28,2,0,,,,542,26.2,23864,66,162,6,75,8,7,,,,68,198,24,78,,28,,,,35%,378,324,135,189,42%,58%,"$36,800.00 ",1952,13%
2.00E+15,2000,10,1,2.20E+11,1170,96,1032,7,15,5,,,,618,28.4,16795,75,134,9,26,,19,5,,,80,240,38,84,6,24,8,,,32%,481,418,185,233,44%,56%,"$46,100.00 ",1967,11.10%
2.00E+15,2000,10,2,2.20E+11,1391,98,1286,0,1,1,,,,869,31.5,28043,133,259,28,55,5,38,,,,138,256,8,65,,28,17,,,37%,492,465,342,123,74%,26%,"$49,900.00 ",1961,4.30%
2.00E+15,2000,10,3,2.20E+11,1004,75,924,0,0,0,,,,451,25.5,16813,63,136,11,49,,13,,,,50,143,15,64,,14,,,,28%,384,347,195,152,56%,44%,"$47,800.00 ",1960,9.80%
2.00E+15,2000,10,1,2.20E+11,838,45,789,0,0,0,,,,472,27,20438,56,118,19,33,,,10,,,79,210,10,79,30,8,,4,,39%,322,273,158,115,58%,42%,"$50,500.00 ",1960,2.40%
2.00E+15,2000,10,2,2.20E+11,936,35,888,0,0,5,,,,451,28.5,25000,88,113,8,8,9,,,,,68,164,22,51,,11,12,,,30%,317,299,200,99,67%,33%,"$51,300.00 ",1962,16.70%
2.00E+15,2000,10,3,2.20E+11,688,10,677,0,0,0,,,,469,36.6,16811,53,69,3,5,,,,8,,86,138,7,31,,3,11,,,30%,311,260,76,184,29%,71%,"$39,600.00 ",1969,14.80%
2.00E+15,2000,10,4,2.20E+11,1124,22,1096,0,2,2,,,,665,34.9,19184,79,154,8,8,31,10,,18,,134,261,27,67,,15,15,3,,37%,410,395,300,95,76%,24%,"$47,300.00 ",1959,20%
2.00E+15,2000,10,5,2.20E+11,1070,1,1065,0,1,2,,,,675,35.5,28375,92,144,12,30,,,10,,,131,203,,39,,17,16,,,32%,360,362,275,87,76%,24%,"$51,600.00 ",1954,10.50%
2.00E+15,2000,10,1,2.20E+11,1329,261,989,61,1,0,,,,849,32,26452,175,295,6,58,9,25,,22,,157,282,18,50,,43,14,,,43%,606,548,245,303,45%,55%,"$62,200.00 ",1963,0%
2.00E+15,2000,10,2,2.20E+11,1020,117,896,6,0,0,,,,490,29.8,27292,100,185,16,62,3,4,,,,94,215,25,73,,18,5,,,39%,351,314,183,131,58%,42%,"$54,500.00 ",1962,12%
2.00E+15,2000,10,1,2.20E+11,1455,159,1186,68,9,2,,,,801,33.2,23194,141,282,24,69,,32,16,,,103,372,,136,,39,87,7,,45%,676,617,339,278,55%,45%,"$70,500.00 ",1966,9.50%
2.00E+15,2000,10,2,2.20E+11,1385,55,1311,2,0,3,,,,862,31.3,23081,135,292,30,111,,9,7,,,191,405,61,58,,73,22,,,50%,587,543,252,291,46%,54%,"$68,700.00 ",1967,0%
2.00E+15,2000,10,3,2.20E+11,833,95,725,5,1,2,,,,512,30.6,25900,76,121,,21,8,16,,,,92,170,17,47,,7,7,,,35%,324,289,177,112,61%,39%,"$44,100.00 ",1957,5%
2.00E+15,2000,10,1,2.20E+11,957,108,817,18,4,0,,,,523,26.6,13603,88,210,30,54,9,29,,,,61,141,13,38,13,16,,,,37%,429,405,77,328,19%,81%,"$44,700.00 ",1964,12.70%
2.00E+15,2000,10,2,2.20E+11,1255,62,1175,0,0,1,,,,723,31.5,21912,99,195,29,46,,7,14,,,155,314,69,46,,27,12,5,,41%,481,418,273,145,65%,35%,"$39,700.00 ",1958,6.50%
2.00E+15,2000,10,1,2.20E+11,814,4,809,0,0,0,,,,512,37,22938,66,88,6,11,,5,,,,106,226,23,59,8,25,5,,,39%,330,290,202,88,70%,30%,"$43,800.00 ",1952,14.70%
2.00E+15,2000,10,2,2.20E+11,626,9,616,0,0,0,,,,376,33,21140,31,51,,20,,,,,,107,192,,44,,8,33,,,39%,244,214,137,77,64%,36%,"$42,400.00 ",1955,6.70%
2.00E+15,2000,10,3,2.20E+11,700,15,674,1,0,4,,,,335,27.1,17132,75,104,,14,,8,7,,,90,123,12,7,,7,,,7,32%,229,202,88,114,44%,56%,"$36,100.00 ",1948,30.80%
2.00E+15,2000,10,4,2.20E+11,631,10,620,1,0,0,,,,422,37.4,27708,89,151,7,20,,22,13,,,67,135,8,19,,28,13,,,45%,284,265,148,117,56%,44%,"$48,600.00 ",1958,17.20%
2.00E+15,2000,10,5,2.20E+11,1226,5,1221,0,0,0,,,,743,34.7,17885,113,204,22,46,7,16,,,,103,202,4,32,10,36,17,,,33%,573,481,209,272,43%,57%,"$31,900.00 ",1950,12.40%
2.00E+15,2000,10,6,2.20E+11,643,16,624,0,0,0,,,,365,28.7,19706,38,79,15,10,6,6,4,,,90,162,20,30,4,6,12,,,37%,257,225,138,87,61%,39%,"$44,300.00 ",1949,13.50%
2.00E+15,2000,10,1,2.20E+11,936,6,922,0,0,1,,,,632,37.5,25993,133,174,,41,,,,,,123,228,16,58,5,19,7,,,43%,397,361,239,122,66%,34%,"$48,000.00 ",1954,9.60%
2.00E+15,2000,10,2,2.20E+11,809,1,805,0,0,0,,,,419,36.9,14911,28,55,24,,3,,,,,73,138,5,31,,23,6,,,24%,344,291,153,138,53%,47%,"$37,500.00 ",1948,9.30%
2.00E+15,2000,10,3,2.20E+11,629,1,625,0,1,0,,,,428,34.8,19250,40,80,,24,,,16,,,85,143,,39,,19,,,,35%,305,243,142,101,58%,42%,"$26,600.00 ",1950,16.40%
2.00E+15,2000,10,4,2.20E+11,627,0,625,1,0,1,,,,332,35.4,14038,56,81,15,3,,7,,,,53,86,4,21,8,,,,,27%,259,211,114,97,54%,46%,"$28,800.00 ",1958,8.90%
2.00E+15,2000,10,5,2.20E+11,573,2,565,2,0,1,,,,386,37.6,12750,61,69,,,,8,,,,42,85,,18,6,19,,,,27%,255,221,109,112,49%,51%,"$45,300.00 ",1952,13.80%
2.00E+15,2000,10,6,2.20E+11,636,70,555,6,1,0,,,,432,33.6,12179,37,97,11,9,9,21,10,,,45,144,5,35,,38,7,14,,38%,377,300,119,181,40%,60%,"$20,600.00 ",1951,12.50%
2.00E+15,2000,20,1,2.20E+11,1235,25,1193,3,7,0,,,,538,23.7,17953,70,165,6,64,,18,7,,,90,267,13,107,12,30,15,,,35%,683,668,,668,,100%,$0.00 ,1981,10.70%
2.00E+15,2000,20,2,2.20E+11,1895,1086,716,62,9,0,,,,1415,49.1,25865,112,405,21,134,21,73,15,29,,226,769,88,190,24,137,68,26,10,62%,961,904,329,575,36%,64%,"$81,600.00 ",1974,14.90%
2.00E+15,2000,20,1,2.20E+11,1111,18,1079,3,0,6,,,,628,29.7,30286,113,173,30,18,5,7,,,,132,234,,63,,29,10,,,37%,408,343,263,80,77%,23%,"$46,800.00 ",1959,8.30%
2.00E+15,2000,20,2,2.20E+11,2101,405,1668,12,1,6,,,,1129,23.8,24531,76,400,21,109,44,103,32,15,,220,529,20,115,,119,22,16,17,44%,796,752,321,431,43%,57%,"$91,900.00 ",1970,11.90%
2.00E+15,2000,20,1,2.20E+11,1703,66,1623,2,5,2,,,,799,23.8,15273,106,169,13,39,,6,5,,,188,325,6,80,,46,5,,,29%,878,609,76,533,12%,88%,"$46,100.00 ",1972,7.80%
2.00E+15,2000,20,2,2.20E+11,2112,150,1937,9,1,3,,,,922,23,11274,182,290,16,78,,14,,,,184,372,15,106,9,44,,7,7,31%,1304,879,11,868,1%,99%,"$67,900.00 ",1978,7.90%
2.00E+15,2000,20,1,2.20E+11,130,65,59,2,0,1,,,,86,38,14615,13,51,,22,5,7,4,,,,8,,,8,,,,,45%,79,67,9,58,13%,87%,"$225,000.00 ",1966,8.30%
2.00E+15,2000,20,2,2.20E+11,1017,787,199,4,6,5,,,,819,35.1,20511,23,267,18,41,5,98,55,27,,97,423,51,80,8,113,64,10,,68%,809,713,91,622,13%,87%,"$91,600.00 ",1959,15.80%
2.00E+15,2000,20,1,2.20E+11,483,163,316,3,1,0,,,,319,33.9,28000,33,96,,22,7,17,17,,,41,75,,,,34,,,,35%,188,156,38,118,24%,76%,"$28,500.00 ",1940,0%
2.00E+15,2000,20,2,2.20E+11,777,68,705,2,0,1,,,,428,35.2,11852,52,86,,18,,11,5,,,86,156,39,24,,7,,,,31%,285,213,80,133,38%,62%,"$29,700.00 ",1952,8.90%
2.00E+15,2000,20,1,2.20E+11,487,269,205,8,2,3,,,,44,35,33036,5,26,,,,21,,,,,6,,,,6,,,,46%,298,47,8,39,17%,83%,"$75,700.00 ",1940,15.30%
2.00E+15,2000,20,2,2.20E+11,498,39,29,2,0,0,,,,404,30.4,32500,25,178,5,62,,50,16,20,,54,166,16,33,,43,20,,,69%,54,254,84,170,33%,67%,"$10,000.00 ",1942,22.20%
2.00E+15,2000,20,1,2.20E+11,1384,327,1043,4,2,5,,,,754,28.2,17230,70,198,4,60,9,23,24,8,,66,218,33,68,,34,17,,,30%,661,548,182,366,33%,67%,"$54,300.00 ",1949,9.60%
2.00E+15,2000,20,2,2.20E+11,987,40,923,6,0,0,,,,525,32.7,16176,45,117,7,32,5,24,,4,,63,190,,74,5,28,,,20,31%,443,354,168,186,47%,53%,"$55,900.00 ",1952,6.70%
2.00E+15,2000,20,1,2.20E+11,952,61,877,0,0,3,,,,541,31.7,14357,113,125,8,,,4,,,,58,142,10,16,5,35,18,,,28%,421,380,135,245,36%,64%,"$50,900.00 ",1961,11.50%
2.00E+15,2000,20,2,2.20E+11,1160,339,799,3,1,4,,,,836,33.3,25993,99,298,36,73,38,25,27,,,66,255,,53,28,72,36,,,48%,531,478,273,205,57%,43%,"$75,600.00 ",1946,15.70%
2.00E+15,2000,20,3,2.20E+11,757,712,29,7,2,0,,,,526,31.8,47471,27,241,,25,12,102,56,19,,7,232,5,33,14,75,74,8,16,62%,389,358,269,89,75%,25%,"$127,000.00 ",1940,0%
2.00E+15,2000,20,4,2.20E+11,866,602,247,7,3,0,,,,533,30.1,20889,17,156,7,24,,54,45,9,,65,332,11,78,9,98,60,11,,56%,526,477,134,343,28%,72%,"$80,800.00 ",1953,11.50%
2.00E+15,2000,20,1,2.20E+11,553,36,502,0,1,0,,,,387,42.8,7233,7,47,,12,21,7,,,,63,103,23,8,,,9,,,27%,401,306,83,223,27%,73%,"$48,000.00 ",1966,16.70%
2.00E+15,2000,20,2,2.20E+11,1024,460,530,12,7,2,,,,756,39.1,21688,107,221,18,20,9,44,23,,,121,276,32,19,12,35,57,,,49%,498,459,146,313,32%,68%,"$70,300.00 ",1969,8.30%
2.00E+15,2000,20,3,2.20E+11,1010,491,497,2,4,0,,,,643,38.4,30000,51,147,12,45,,39,,,,104,274,36,60,,68,,,6,42%,449,433,125,308,29%,71%,"$87,600.00 ",1965,16.20%
2.00E+15,2000,20,4,2.20E+11,1038,975,35,2,3,7,,,,833,34.2,45815,5,327,31,112,,120,38,21,,99,434,24,61,,152,91,,7,73%,594,552,362,190,66%,34%,"$98,500.00 ",1951,7.10%
2.00E+15,2000,20,5,2.20E+11,1521,1502,10,8,0,0,,,,1078,41.7,70956,48,523,45,88,,206,71,65,,31,517,18,82,16,263,64,26,17,68%,649,618,517,101,84%,16%,"$191,500.00 ",1953,4.20%
2.00E+15,2000,20,1,2.20E+11,938,805,113,4,2,3,,,,733,40.8,43594,51,309,23,81,8,95,38,13,,91,385,42,77,,141,34,,,74%,486,470,348,122,74%,26%,"$97,200.00 ",1959,16.70%
2.00E+15,2000,20,2,2.20E+11,1669,1016,585,17,26,1,,,,1242,36.9,23500,153,521,44,165,32,110,11,6,,164,501,30,123,7,116,46,7,8,61%,873,817,241,576,29%,71%,"$88,800.00 ",1966,29.50%
2.00E+15,2000,20,1,2.20E+11,929,915,4,6,0,0,,,,632,41.8,60547,36,259,26,36,7,113,13,28,,81,318,21,30,12,97,30,39,8,62%,428,425,401,24,94%,6%,"$139,500.00 ",1953,21.10%
2.00E+15,2000,20,2,2.20E+11,617,599,5,5,0,4,,,,412,43.4,96487,7,182,6,35,,64,13,57,,37,230,10,44,17,70,37,15,,67%,253,233,213,20,91%,9%,"$226,300.00 ",1952,28.60%
2.00E+15,2000,20,3,2.20E+11,1062,973,58,19,2,3,,,,762,36.4,34313,6,289,8,34,13,156,43,29,,33,405,61,108,7,128,39,15,14,65%,636,581,246,335,42%,58%,"$108,300.00 ",1963,12.20%
2.00E+15,2000,20,1,2.20E+11,1756,1694,28,27,2,2,,,,1322,49.4,62601,83,553,33,113,9,183,55,77,,181,660,25,114,33,194,92,14,7,69%,727,704,672,32,95%,5%,"$143,600.00 ",1971,18.20%
2.00E+15,2000,20,2,2.20E+11,1484,1393,48,18,1,4,,,,1165,47.7,50262,52,468,53,96,7,163,56,41,,138,615,37,123,8,165,95,49,,73%,795,756,532,224,70%,30%,"$145,900.00 ",1970,20%
2.00E+15,2000,30,1,2.20E+11,1203,74,717,4,1,0,,,,783,32,12686,80,131,10,35,,,6,,,62,238,23,60,8,68,17,,,31%,359,498,200,298,40%,60%,"$60,400.00 ",1956,16.90%
2.00E+15,2000,30,2,2.20E+11,1199,35,1157,1,6,0,,,,362,21,12955,36,111,15,39,,,21,,,64,148,,56,,28,,,,32%,604,298,83,215,28%,72%,"$38,500.00 ",1949,8.80%
2.00E+15,2000,30,1,2.20E+11,887,185,668,19,2,1,,,,452,32,18667,73,146,,25,8,29,11,,,58,175,41,39,,23,14,,,36%,441,375,157,218,42%,58%,"$56,600.00 ",1951,5.90%
2.00E+15,2000,30,2,2.20E+11,858,1,839,0,2,3,,,,482,34.6,14375,47,115,17,39,8,,,4,,79,178,9,28,,35,17,10,,34%,444,331,151,180,46%,54%,"$42,900.00 ",1944,8.20%
2.00E+15,2000,30,1,2.20E+11,771,752,10,0,4,1,,,,567,38.5,37292,30,233,8,56,9,92,28,10,,67,282,29,41,,76,46,,23,67%,383,375,289,86,77%,23%,"$137,400.00 ",1956,26.70%
2.00E+15,2000,30,2,2.20E+11,733,688,35,6,0,1,,,,502,37,59286,12,194,7,14,4,96,22,39,,11,279,,33,13,122,72,14,14,65%,372,348,266,82,76%,24%,"$155,000.00 ",1944,4.20%
2.00E+15,2000,30,3,2.20E+11,576,564,5,1,2,2,,,,432,34.5,35536,14,208,11,53,7,50,34,39,,14,203,,34,4,100,27,18,6,71%,317,288,181,107,63%,37%,"$129,100.00 ",1946,33.30%
2.00E+15,2000,30,4,2.20E+11,676,654,12,1,1,1,,,,490,35.7,63906,21,203,10,41,,64,32,35,,21,281,4,69,,104,73,6,4,72%,345,330,247,83,75%,25%,"$123,600.00 ",1951,18.80%
2.00E+15,2000,30,1,2.20E+11,1689,517,1026,96,10,6,,,,784,24.2,15452,109,329,18,65,9,56,72,,,118,348,39,56,10,80,37,8,,40%,893,815,152,663,19%,81%,"$45,900.00 ",1968,14.30%
2.00E+15,2000,30,2,2.20E+11,1380,200,1148,13,5,3,,,,802,30.7,15625,51,201,34,55,26,18,8,9,,90,344,42,79,,82,44,7,,39%,720,579,231,348,40%,60%,"$45,700.00 ",1959,10.20%
2.00E+15,2000,30,1,2.20E+11,781,6,772,0,0,2,,,,483,38.4,13141,76,121,9,31,5,,,,,73,152,10,28,,34,7,,,35%,376,329,182,147,55%,45%,"$37,500.00 ",1949,13.20%
2.00E+15,2000,30,2,2.20E+11,738,3,728,0,0,2,,,,465,37.2,17188,44,106,22,28,12,,,,,65,150,52,6,10,17,,,,35%,364,295,172,123,58%,42%,"$28,200.00 ",1950,12%
2.00E+15,2000,30,3,2.20E+11,632,10,605,9,2,1,,,,386,37.4,19194,45,130,7,53,,25,,,,39,100,11,33,6,8,3,,,36%,294,238,137,101,58%,42%,"$42,500.00 ",1954,12.20%
2.00E+15,2000,30,4,2.20E+11,1538,806,217,413,42,5,,,,744,24.4,20329,42,371,,36,4,157,112,20,,21,285,7,36,38,42,113,4,24,43%,836,762,104,658,14%,86%,"$129,200.00 ",1962,21.70%
2.00E+15,2000,30,1,2.20E+11,1548,1383,135,7,6,3,,,,1028,35,56917,20,429,14,99,15,135,89,57,,30,494,27,132,12,144,110,14,25,60%,747,708,505,203,71%,29%,"$176,600.00 ",1951,15.20%
2.00E+15,2000,30,2,2.20E+11,2052,1969,20,33,12,4,,,,1457,34.7,61741,50,599,8,86,,239,120,96,,84,738,23,132,27,263,141,48,20,65%,1015,982,733,249,75%,25%,"$143,100.00 ",1950,19.20%
2.00E+15,2000,30,1,2.20E+11,671,664,1,1,1,2,,,,469,41.7,46250,43,171,9,39,,50,5,25,,90,259,6,34,11,76,37,5,,64%,363,336,204,132,61%,39%,"$141,700.00 ",1955,11.80%
2.00E+15,2000,30,2,2.20E+11,1689,1617,14,35,7,1,,,,1108,42.7,91294,36,474,,43,,221,89,85,,82,577,11,57,23,253,107,44,,62%,648,617,588,29,95%,5%,"$197,700.00 ",1967,5.90%
2.00E+15,2000,30,3,2.20E+11,1424,793,577,20,12,0,,,,846,27.3,33582,50,357,27,77,10,128,45,20,,53,398,22,60,18,150,66,9,20,53%,882,803,90,713,11%,89%,"$140,600.00 ",1992,14.30%
2.00E+15,2000,30,1,2.20E+11,785,486,290,0,0,1,,,,566,43.1,47679,33,207,7,68,,72,5,22,,32,246,13,75,14,82,23,,7,58%,348,332,292,40,88%,12%,"$130,000.00 ",1957,21.40%
2.00E+15,2000,30,2,2.20E+11,1168,49,1110,0,5,0,,,,751,31.8,16326,177,224,,34,,13,,,,157,273,14,70,9,11,12,,,43%,442,434,180,254,41%,59%,"$44,100.00 ",1955,11.10%
2.00E+15,2000,30,1,2.20E+11,1605,923,366,215,32,22,,,,495,20.9,8686,30,244,,61,,56,92,5,,16,182,,31,26,83,17,,9,27%,590,514,50,464,10%,90%,"$50,000.00 ",1964,14.70%
2.00E+15,2000,30,2,2.20E+11,843,318,117,375,13,1,,,,520,26.7,13485,8,311,5,25,8,103,162,,,13,194,,8,9,85,63,10,6,60%,440,433,,433,,100%,$0.00 ,1961,30%
2.00E+15,2000,30,3,2.20E+11,1266,830,313,60,27,9,,,,280,20,12422,7,121,,34,5,52,14,9,,,113,,26,8,32,39,8,,18%,401,383,6,377,2%,98%,"$17,500.00 ",1974,14.80%
2.00E+15,2000,30,4,2.20E+11,4499,3651,656,75,49,11,,,,219,19.8,10917,,136,,22,,79,25,10,,,73,,24,,49,,,,5%,287,263,32,231,12%,88%,"$190,000.00 ",1959,25%
2.00E+15,2000,30,1,2.20E+11,612,2,607,0,0,1,,,,451,41.4,37000,39,141,7,58,7,24,,6,,86,214,7,47,12,29,27,6,,58%,242,222,165,57,74%,26%,"$79,500.00 ",1972,5.60%
2.00E+15,2000,30,2,2.20E+11,,0,0,0,0,0,,,,,0,,,0,,,,,,,,,,,,,,,,,,0,,,,,,$0.00 ,0,0%
2.00E+15,2000,30,3,2.20E+11,1436,1,1431,3,0,0,,,,644,22.4,15682,59,142,18,24,,23,18,,,162,347,31,95,14,38,7,,,34%,546,506,179,327,35%,65%,"$53,800.00 ",1969,14.60%
2.00E+15,2000,30,4,2.20E+11,857,10,843,0,0,1,,,,552,33.6,19760,87,169,11,54,,,17,,,63,162,,55,,35,9,,,39%,382,294,163,131,55%,45%,"$37,500.00 ",1965,14.50%
2.00E+15,2000,30,5,2.20E+11,2486,11,2450,1,5,3,,,,191,20.3,17917,25,74,,42,,,7,,,13,36,,23,,,,,,4%,119,99,40,59,40%,60%,"$55,300.00 ",1971,31.30%
2.00E+15,2000,30,6,2.20E+11,644,14,630,0,0,0,,,,78,19.1,3594,6,31,13,12,,,,,,7,18,,11,,,,,,8%,147,97,51,46,53%,47%,"$52,500.00 ",1963,17%
2.00E+15,2000,40,1,2.20E+11,1043,6,1035,0,1,0,,,,493,18.1,13013,87,98,,11,,,,,,98,246,9,59,,74,6,,,33%,359,352,122,230,35%,65%,"$38,500.00 ",1960,12.50%
2.00E+15,2000,40,2,2.20E+11,622,1,617,0,0,2,,,,445,50.5,43750,35,165,,35,6,47,42,,,26,183,,17,,38,88,,14,56%,271,234,219,15,94%,6%,"$83,900.00 ",1967,6.30%
2.00E+15,2000,40,3,2.20E+11,796,2,793,0,0,1,,,,415,27.8,11544,44,86,,30,,,12,,,57,142,6,43,4,22,10,,,29%,365,301,104,197,35%,65%,"$49,400.00 ",1962,9.20%
2.00E+15,2000,40,4,2.20E+11,768,4,761,0,0,1,,,,446,35.7,15000,56,95,5,18,,16,,,,34,148,19,22,11,29,33,,,32%,415,324,140,184,43%,57%,"$52,700.00 ",1958,14.80%
2.00E+15,2000,40,5,2.20E+11,1224,2,1216,0,2,1,,,,781,35.3,18094,97,190,25,16,14,16,22,,,82,275,41,67,12,42,22,,9,38%,515,439,254,185,58%,42%,"$45,900.00 ",1956,1.40%
2.00E+15,2000,40,1,2.20E+11,266,124,139,0,0,0,,,,131,30,20000,13,21,5,,,3,,,,28,64,8,16,9,,,3,,32%,160,95,47,48,49%,51%,"$56,600.00 ",1975,0%
2.00E+15,2000,40,2,2.20E+11,2587,312,2252,6,7,0,,,,1500,27.1,8947,176,340,61,14,25,64,,,,161,216,17,10,4,24,,,,21%,355,343,192,151,56%,44%,"$41,900.00 ",1966,4.50%
2.00E+15,2000,40,1,2.20E+11,813,567,231,5,1,1,,,,571,39.8,34135,127,240,16,54,6,28,9,,,113,281,29,67,,36,25,,11,64%,335,315,299,16,95%,5%,"$74,000.00 ",1960,15.40%
2.00E+15,2000,40,2,2.20E+11,1816,727,1069,2,5,2,,,,1085,35,40530,144,398,47,116,22,30,21,18,,180,443,62,96,30,26,49,,,46%,717,647,570,77,88%,12%,"$74,600.00 ",1974,13.30%
2.00E+15,2000,40,3,2.20E+11,999,446,537,1,0,1,,,,636,35.2,29648,136,193,8,33,7,9,,,,167,309,19,61,24,18,15,5,,50%,378,369,310,59,84%,16%,"$76,300.00 ",1965,18.20%
2.00E+15,2000,40,1,2.20E+11,1112,856,248,0,1,2,,,,719,39.5,49926,141,289,54,37,18,12,21,6,,212,367,21,61,12,45,10,6,,59%,434,402,389,13,97%,3%,"$72,100.00 ",1974,10%
2.00E+15,2000,40,2,2.20E+11,1548,906,607,13,0,11,,,,984,39.6,55607,184,442,38,116,5,83,5,11,,205,481,62,41,25,94,54,,,60%,582,577,541,36,94%,6%,"$100,300.00 ",1977,18.80%
2.00E+15,2000,40,3,2.20E+11,1112,400,684,16,0,0,,,,770,36.9,45000,142,270,24,64,,34,6,,,205,357,43,86,16,7,,,,56%,398,399,323,76,81%,19%,"$87,000.00 ",1978,0%
2.00E+15,2000,40,1,2.20E+11,828,8,804,0,3,0,,,,538,40.9,28977,52,151,8,31,,28,32,,,72,240,6,54,6,28,55,9,10,47%,357,316,263,53,83%,17%,"$73,700.00 ",1963,7.10%
